岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
H89287岗 golang开发,武汉佰钧成技术有限责任公司,1.3-1.4万,杭州·西湖·三墩,1-3年,大专,民营,1000-9999人,软件/IT服务,最佳雇主,"职位描述 职位描述W2,W3职位描述:1、负责业务需求拆解与技术方案设计，输出清晰的接口定义与开发文档2、参与需求开发与联调，保障项目进度与交付质量职位要求W2,W3 大专 三年以上1、大学本科及以上学历，两年以上云平台开发经验；2、掌握并熟练使用Go 等开发语言或任意一种，有良好的编码习惯； 3、熟悉Linux操作系统； 4、熟悉MySQL、Redis、NoSQL等数据库、缓存技术；5、有一定的网络开发&维护经验，熟悉tcp协议栈、ip转发原理、linux的iptables配置等； 6、对技术富有热情，能关注互联网行业技术和AI技术发展趋势"
AI散热系统方向 PM/Sales,河南凯旺电子科技股份有限公司,2-3万,杭州·滨江·西兴,10年以上,本科,民营,1000-9999人,电气机械/电力设备,已上市,职位描述 工作职责：1、产品管理1.1调研AI领域散热市场需求、行业发展趋势及竞品动态，聚焦AI服务器、算力集群、AI芯片模组等核心场景，挖掘客户散热痛点，结合公司精密制造优势，输出产品需求文档（PRD）、产品路线图，主导AI散热系统及配套产品的规划、定义与迭代，适配AI算力提升带来的散热需求升级。1.2统筹产品全生命周期管理，从产品立项、研发对接、样品试制、测试验证，到量产落地、市场推广，联动研发、生产部门推进产品落地，确保产品符合AI场景技术要求及客户定制化需求，解决产品研发、生产过程中的核心技术与落地难题，缩短产品上市周期，提升产品市场适配性。1.3负责产品定价策略制定、市场推广方案规划，结合AI领域客户特点（如数据中心、AI设备厂商、芯片企业），配合销售团队输出产品卖点、技术手册及定制化散热解决方案，支撑销售拓展工作；跟踪产品市场反馈，收集客户使用意见，推动产品性能、工艺优化，提升产品市场竞争力，打造差异化竞争优势。2、销售拓展2.1负责AI散热系统领域产品的市场拓展与客户开发，聚焦AI服务器厂商、数据中心运营商、AI设备集成商、芯片企业等目标客户，制定销售计划，明确销售目标，完成公司下达的销售业绩指标（销售额、客户数量、市场份额等），重点拓展与公司现有核心客户相关的AI散热业务，同时挖掘新的AI领域优质客户资源。2.2维护现有客户关系，定期拜访客户，深入了解客户业务规划、散热需求及痛点，提供定制化的AI散热系统解决方案，响应客户询价、订单跟进、合同签订及回款等全流程工作，提升客户满意度与忠诚度，推动长期深度合作，同步收集客户对产品的需求反馈，及时传递至产品管理团队。任职要求：1.本科及以上学历，电子工程、机械工程、热能与动力工程、市场营销、产品管理等相关专业，硕士学历优先；具备AI散热相关专业背景或从业经验者加分。2.8年以上相关工作经验，其中至少3年AI领域、散热系统行业相关工作经验，有产品管理（PM）+销售（Sales）双向工作经验者优先；熟悉AI服务器、数据中心等场景的散热系统应用，有AI领域客户对接或散热产品销售/产品管理经验者优先，了解液冷、风冷散热技术及相关产品者加分。3.具备扎实的产品管理功底，熟悉产品全生命周期管理流程，能独立完成市场调研、需求分析、产品规划及落地推进；具备AI散热系统相关产品规划经验者优先，了解产品定价策略、市场推广逻辑，能结合AI场景需求优化产品定位，具备基础的散热技术认知与方案设计能力。具备优秀的市场拓展、客户开发及商务谈判能力，能独立开拓AI散热领域目标客户，有成熟的客户资源者优先；熟悉B端销售流程，能高效完成销售指标，具备良好的客户关系维护能力，能精准挖掘客户散热需求并匹配定制化解决方案，熟悉CRM系统操作者加分。4.拥有AI服务器厂商、数据中心、芯片企业等目标客户资源，能快速开展销售工作者优先，有公司现有核心客户AI相关业务对接经验者重点加分。熟悉液冷散热、浸没式散热等新型散热技术，了解AI散热领域相关行业标准及政策，有相关技术认证者优先。
组织发展经理(J10628),厦门士兰集科微电子有限公司,1.5-2.5万·14薪,杭州·钱塘·白杨,3-5年,本科,民营,10000人以上,半导体/芯片,优选雇主,职位描述 岗位职责: - 负责公司组织体系的搭建与优化，提升组织运行效率与战略执行力； - 推动组织变革与文化落地，支持企业战略转型与业务增长； - 设计并实施人才发展计划，构建高效能团队与领导力梯队； - 搭建组织诊断机制，定期评估组织健康度并提出改进建议； - 协同人力资源各模块，推动组织发展与人才管理深度融合； - 负责人才测评、人才选拔、人才盘点、人才晋升等人才发展项目工作； - .负责关键岗位及人才干部的管理。 任职要求: - 本科及以上学历，人力资源、工商管理或相关专业背景； - 3年以上组织发展、人力资源或企业管理经验，有大型企业或快消行业背景优先； - 精通组织诊断、变革管理及人才发展工具与方法； - 具备优秀的数据分析能力和逻辑思维能力； - 沟通协调能力强，具备良好的职业素养与抗压能力。
ka大客户经理（GEO）,杭州长贤企服网络科技有限公司,2.5-4.5万,杭州·西湖·留下,5-10年,大专,民营,20人以下,产业互联网平台,,职位描述 一、岗位描述：1､根据公司经营战略目标，制订部门业务拓展战略、业务工作方向及营销政策，提供公司内部业务流程管理改进方案。2､制订和持续优化总体市场营销策略，领导和推动业务战略发展和业务持续增长的全面解决方案；3､负责重点客户的关系维护及业务拓展，及早发展和解决合作中出现的问题。4､协调并激励、领导各协同部门共同推进项目；5､搭建和管理销售队伍招募、培训、激励、考核下属员工，提升部门工作业绩。二、职位要求：1､专科以上；2､5年以上大客户销售经验，市场意识敏锐、团队领导能力、思路清晰、执行力强、抗压并充满激情；3､优秀的市场拓展，项目协调，谈判能力，具有高度的工作热情和责任感。4、行业/公司经验（必须）：具备软件销售相关背景经验；5、行业经验（优先）：SAAS软件销售经验，含零售和消费品客户，客单大于10万、To B行业客户经验。
技术开发经理（AI方向）,成都易训企业管理咨询有限公司,1.5-2万·15薪,杭州·余杭·五常,3-5年,本科,民营,300-499人,技术服务,,职位描述 核心职责1.技术战略与架构设计：负责核心产品线的技术架构规划、设计与演进，主导关键技术选型与攻关，确保系统在稳定性、扩展性、安全性及成本效率上的领先性。深入AI应用场景，为基于大模型、RAG、智能体、多模态等技术的产品功能，设计并评审高可用、可落地的工程实施方案。2.研发团队管理与工程效能：负责或深度参与AI平台或应用研发团队（后端、算法工程化、部分前端）的管理工作，包括任务规划、进度把控、代码评审与质量体系建设。主导研发流程优化与工程效能提升，建立高标准的代码规范、技术文档与交付质量标准。3.跨部门协同与产品实现：作为技术侧的负责人，与产品、算法、解决方案团队紧密协同，将产品需求转化为可行的技术方案，并在研发过程中确保业务价值的准确实现。在重大项目（如POC、标杆交付）中担任技术负责人，保障复杂项目的技术落地与风险控制。4.技术风险与基础设施治理：关注系统全链路稳定性、数据安全与合规性，建立相应的监控、告警与容灾机制。规划和优化底层基础设施与中间件，提升资源利用率和开发效率。任职要求1.硬性条件：经验：5年以上后端或全栈开发经验，至少2年以上技术团队管理或核心架构师经验。有中大型互联网或ToB软件公司经验者优先。技术栈：精通Go/Python/Java中至少一门语言及生态，对微服务、云原生、高并发、分布式系统有深刻理解和实战经验。AI工程化：必须具备AI相关系统的架构与落地经验，熟悉大模型应用、RAG、向量数据库、机器学习平台的工程化挑战与常见解决方案。管理能力：证明过的团队领导力，擅长任务分解、跨团队协作和推动技术决策。2.核心素质：强烈的业务与产品意识：善于理解业务痛点，能权衡技术理想与商业现实，做出务实的技术决策。卓越的系统性思维与前瞻性：能设计清晰、解耦、易于演进的技术架构，预见未来扩展性挑战。出色的沟通与风险控制能力：能向非技术角色清晰阐述技术方案，并对技术风险有敏锐的嗅觉和应对策略。3.优先考虑项：有从0到1主导搭建AI产品技术平台或中台（如MaaS平台、AI能力平台）的成功经验。有ToB/G领域，特别是政务、金融、工业互联网等复杂系统交付经验，熟悉其安全合规要求。主导过高性能、高可用性在线系统的架构设计与优化工作。
AI产品经理（调研）,成都易训企业管理咨询有限公司,1.5-2.5万·15薪,杭州·余杭·五常,3-5年,本科,民营,300-499人,技术服务,,职位描述 【岗位职责】1.场景洞察与规划： 深入研究建筑、化工、矿山等行业的安全生产痛点和业务流程，洞察企业隐患排查、安全生产培训、风险辨识评估等场景痛点，定义AI赋能的可行路径与产品演进路线。2.AI安全产品设计： 负责公司核心AI+安全产品（如：企业风险模型、企业隐患透视模型等）的需求分析、方案设计与功能迭代。3.大模型及算法应用落地： 探索大语言模型（LLM）在安全知识问答、事故案例分析、个性化培训方案生成等场景的应用；对接AI团队，定义算法需求与产品化方案。4.跨团队协同与交付： 作为产品Owner，协同AI和研发团队，管理需求优先级，推动产品按时高质量交付，并对企业风险隐患调研效率的提升负责。5.数据驱动迭代： 建立产品核心数据指标体系，基于一线业务团队及技术专家的反馈与行为数据，持续优化产品体验与安全干预效果。【任职资格】1.基础要求：本科及以上学历，3年以上B端/C端产品经理经验，至少1年AI相关产品落地经验。2.领域认知（必要）：对企业安全生产管理，尤其是隐患排查、安全培训等业务，有明确认知和实践兴趣。了解高危行业相关法律法规及双重预防机制者，绝对优先。3.AI专业度：熟悉AI产品全流程，对机器学习、计算机视觉（CV）、自然语言处理（NLP）或大语言模型（LLM）至少一个领域有较深的理解，能清晰定义算法特征与评测标准。善于将技术语言转化为业务价值语言，能与算法工程师进行无损沟通，也能向安全专家和业务人员阐释AI的原理与价值。4.产品能力： 具备扎实的产品基本功，出色的逻辑思维与场景抽象能力，能输出高质量PRD与原型，有效定义复杂B端场景下的产品架构。5.软素质：极强的同理心与使命感： 对保护劳动者生命安全的工作有热忱，不是只做功能，而是做安全。【加分项，非必须】对AI大模型在垂直行业的应用有自己的产品见解与思考。
Account manager - EPC out,ABB,面议,杭州·萧山·宁围,5-10年,本科,外商独资,10000人以上,仪器仪表,优选雇主,"职位描述 Reporting to:Segment ManagerYour role and responsibilities In this role, you will have the opportunity to develop, implement, and manage the account strategy that is focused on share of wallet growth, profitability, and customer satisfaction. Each day, you will coordinate sales activities, monitor current projects, and manage the resolution of specific customer problems. You will also showcase your expertise by giving input on market price developments and tendencies.The work model for the role is: {onsite}This role is contributing to the {Solution Sales - Energy Industries} in {China}.You will be mainly accountable for:● Leading the development and implementation of the account plan and Statement of Work growth actions.● Understanding the key business drivers, including significant and emerging business risks (e.g., sustainability/digital/cybersecurity) of the relevant customer’s business and business environment, translating them into the corresponding impacts and opportunities for ABB.● Participating in the development of sales strategies for the account through providing current business and long-term plans for the customer.● Defining sales targets, giving input on market price developments monitoring competitors’ activity with the account and ensuring that appropriate response strategies are implemented.Qualifications for the role ● You are highly skilled in solution sales in {Oil Gas and Power Generation} market● Ability to demonstrate your experience in / Have advanced skills / You have {8} years of experience in {Automation and Electrical solution sales}● Possess an enhanced knowledge of {SalesForce, Capture team Selling}● You are passionate and innovative around {value added selling}● Proven experience of {successful 10M$+ solution sales} in {greenfield project of oversea projects}● Proven experience of {working with major EPCs} of {onshore oil and gas, power generation}● You are at ease communicating in {English, both writing and speaking}What’s in it for you?We want you to bring your full self to work—your ideas, your energy, your ambition. You’ll have the tools and freedom to grow your skills, shape your path, and take on challenges that matter. Here, your work creates impact you can see and feel, every day. More about usAs a pivotal division within ABB Energy Industries, PAEN (Process Automation Energy Industries) leads the transformation of global energy and industrial sectors through cutting-edge automation, electrification, and digital solutions. We specialize in delivering integrated systems for process industries—spanning oil and gas, chemicals, pharmaceuticals, and renewable energy—to optimize efficiency, sustainability, and operational resilience. Our innovations, such as Ethernet-APL-enabled process automation platforms and AI-driven energy management systems, empower clients to achieve carbon neutrality and future-ready operations.Call to ActionJoin us. Be part of the team where progress happens, industries transform, and your work shapes the world. Run What Runs the World."
经营分析经理,厦门士兰集科微电子有限公司,1-1.5万·14薪,杭州·钱塘·白杨,3-5年,本科,民营,10000人以上,半导体/芯片,优选雇主,职位描述 岗位职责： 1、负责公司经营数据的收集、整理和分析，为管理层提供决策支持； 2、制定并优化经营分析报告模板及分析框架，确保数据准确性和及时性； 3、通过数据分析发现业务中的关键问题和机会，提出改进建议； 4、与各部门紧密合作，推动数据驱动的业务改进措施落地； 5、定期组织经营分析会议，向管理层汇报经营状况和改进成果。 岗位要求： 1、本科及以上学历，统计学、数学、经济学或相关专业优先； 2、具备3年以上经营分析或商业数据分析经验，有消费品行业背景者优先； 3、熟练使用Excel、SQL等工具进行数据处理和分析，熟悉Python/R等编程语言者优先； 4、具备优秀的逻辑思维能力和数据敏感度，能够从复杂的数据中提炼关键信息； 5、良好的沟通能力，能够清晰地向非技术团队解释复杂的分析结果； 6、具备较强的团队协作精神和项目管理能力。
海外产品经理,杭州今元标矩科技有限公司宁波分公司,1.2-1.8万,杭州·萧山·盈丰,1-3年,本科,民营,1000-9999人,产业互联网平台,C轮,职位描述 岗位职责：1.负责海外人力资源相关数字化产品的前后台产品设计，从需求调研、产品规划、设计到上线后的持续优化，确保产品满足市场需求和用户期望。2.运用产品经理方法论，深度挖掘用户需求，进行竞品分析，制定产品策略，推动产品迭代升级，提升产品竞争力。3.与研发、设计、运营、销售等跨部门团队紧密合作，高效沟通协调，确保产品按时高质量交付。4.基于交互思维和商业思维，优化产品交互体验，探索新的商业机会和盈利模式，提升产品的商业价值。收集和分析产品数据，通过数据驱动决策，不断优化产品功能和性能，提升用户活跃度和留存率。岗位要求：1.英语或计算机专业本科及以上学历，或有海外留学经历；具备流利的英语听说读写能力，能够与国际团队顺畅交流。[硬性要求]2.掌握基本的产品经理方法论，熟练使用主流的产品经理工具。3.具备较强的逻辑思维和问题拆解能力，能够清晰地梳理业务流程，分析问题并提出有效的解决方案。[重要]4.拥有一定的抗压能力，能够在快节奏、高强度的互联网工作环境中高效工作，应对各种挑战。5.学习能力强，对新技术、新趋势保持敏锐的洞察力，能够快速学习和应用新知识到产品工作中。6.善于沟通，具备良好的团队协作精神和跨部门沟通协调能力，能够有效地与不同背景的人员合作。[重要]7.具有很强的交互思维和商业思维，对产品的用户体验和商业价值有深刻的理解和追求。[重要]
H89287岗 golang开发,武汉佰钧成技术有限责任公司,1.3-1.4万,杭州·西湖·三墩,1-3年,大专,民营,1000-9999人,软件/IT服务,最佳雇主,"职位描述 职位描述W2,W3职位描述:1、负责业务需求拆解与技术方案设计，输出清晰的接口定义与开发文档2、参与需求开发与联调，保障项目进度与交付质量职位要求W2,W3 大专 三年以上1、大学本科及以上学历，两年以上云平台开发经验；2、掌握并熟练使用Go 等开发语言或任意一种，有良好的编码习惯； 3、熟悉Linux操作系统； 4、熟悉MySQL、Redis、NoSQL等数据库、缓存技术；5、有一定的网络开发&维护经验，熟悉tcp协议栈、ip转发原理、linux的iptables配置等； 6、对技术富有热情，能关注互联网行业技术和AI技术发展趋势"
AI散热系统方向 PM/Sales,河南凯旺电子科技股份有限公司,2-3万,杭州·滨江·西兴,10年以上,本科,民营,1000-9999人,电气机械/电力设备,已上市,职位描述 工作职责：1、产品管理1.1调研AI领域散热市场需求、行业发展趋势及竞品动态，聚焦AI服务器、算力集群、AI芯片模组等核心场景，挖掘客户散热痛点，结合公司精密制造优势，输出产品需求文档（PRD）、产品路线图，主导AI散热系统及配套产品的规划、定义与迭代，适配AI算力提升带来的散热需求升级。1.2统筹产品全生命周期管理，从产品立项、研发对接、样品试制、测试验证，到量产落地、市场推广，联动研发、生产部门推进产品落地，确保产品符合AI场景技术要求及客户定制化需求，解决产品研发、生产过程中的核心技术与落地难题，缩短产品上市周期，提升产品市场适配性。1.3负责产品定价策略制定、市场推广方案规划，结合AI领域客户特点（如数据中心、AI设备厂商、芯片企业），配合销售团队输出产品卖点、技术手册及定制化散热解决方案，支撑销售拓展工作；跟踪产品市场反馈，收集客户使用意见，推动产品性能、工艺优化，提升产品市场竞争力，打造差异化竞争优势。2、销售拓展2.1负责AI散热系统领域产品的市场拓展与客户开发，聚焦AI服务器厂商、数据中心运营商、AI设备集成商、芯片企业等目标客户，制定销售计划，明确销售目标，完成公司下达的销售业绩指标（销售额、客户数量、市场份额等），重点拓展与公司现有核心客户相关的AI散热业务，同时挖掘新的AI领域优质客户资源。2.2维护现有客户关系，定期拜访客户，深入了解客户业务规划、散热需求及痛点，提供定制化的AI散热系统解决方案，响应客户询价、订单跟进、合同签订及回款等全流程工作，提升客户满意度与忠诚度，推动长期深度合作，同步收集客户对产品的需求反馈，及时传递至产品管理团队。任职要求：1.本科及以上学历，电子工程、机械工程、热能与动力工程、市场营销、产品管理等相关专业，硕士学历优先；具备AI散热相关专业背景或从业经验者加分。2.8年以上相关工作经验，其中至少3年AI领域、散热系统行业相关工作经验，有产品管理（PM）+销售（Sales）双向工作经验者优先；熟悉AI服务器、数据中心等场景的散热系统应用，有AI领域客户对接或散热产品销售/产品管理经验者优先，了解液冷、风冷散热技术及相关产品者加分。3.具备扎实的产品管理功底，熟悉产品全生命周期管理流程，能独立完成市场调研、需求分析、产品规划及落地推进；具备AI散热系统相关产品规划经验者优先，了解产品定价策略、市场推广逻辑，能结合AI场景需求优化产品定位，具备基础的散热技术认知与方案设计能力。具备优秀的市场拓展、客户开发及商务谈判能力，能独立开拓AI散热领域目标客户，有成熟的客户资源者优先；熟悉B端销售流程，能高效完成销售指标，具备良好的客户关系维护能力，能精准挖掘客户散热需求并匹配定制化解决方案，熟悉CRM系统操作者加分。4.拥有AI服务器厂商、数据中心、芯片企业等目标客户资源，能快速开展销售工作者优先，有公司现有核心客户AI相关业务对接经验者重点加分。熟悉液冷散热、浸没式散热等新型散热技术，了解AI散热领域相关行业标准及政策，有相关技术认证者优先。
组织发展经理(J10628),厦门士兰集科微电子有限公司,1.5-2.5万·14薪,杭州·钱塘·白杨,3-5年,本科,民营,10000人以上,半导体/芯片,优选雇主,职位描述 岗位职责: - 负责公司组织体系的搭建与优化，提升组织运行效率与战略执行力； - 推动组织变革与文化落地，支持企业战略转型与业务增长； - 设计并实施人才发展计划，构建高效能团队与领导力梯队； - 搭建组织诊断机制，定期评估组织健康度并提出改进建议； - 协同人力资源各模块，推动组织发展与人才管理深度融合； - 负责人才测评、人才选拔、人才盘点、人才晋升等人才发展项目工作； - .负责关键岗位及人才干部的管理。 任职要求: - 本科及以上学历，人力资源、工商管理或相关专业背景； - 3年以上组织发展、人力资源或企业管理经验，有大型企业或快消行业背景优先； - 精通组织诊断、变革管理及人才发展工具与方法； - 具备优秀的数据分析能力和逻辑思维能力； - 沟通协调能力强，具备良好的职业素养与抗压能力。
ka大客户经理（GEO）,杭州长贤企服网络科技有限公司,2.5-4.5万,杭州·西湖·留下,5-10年,大专,民营,20人以下,产业互联网平台,,职位描述 一、岗位描述：1､根据公司经营战略目标，制订部门业务拓展战略、业务工作方向及营销政策，提供公司内部业务流程管理改进方案。2､制订和持续优化总体市场营销策略，领导和推动业务战略发展和业务持续增长的全面解决方案；3､负责重点客户的关系维护及业务拓展，及早发展和解决合作中出现的问题。4､协调并激励、领导各协同部门共同推进项目；5､搭建和管理销售队伍招募、培训、激励、考核下属员工，提升部门工作业绩。二、职位要求：1､专科以上；2､5年以上大客户销售经验，市场意识敏锐、团队领导能力、思路清晰、执行力强、抗压并充满激情；3､优秀的市场拓展，项目协调，谈判能力，具有高度的工作热情和责任感。4、行业/公司经验（必须）：具备软件销售相关背景经验；5、行业经验（优先）：SAAS软件销售经验，含零售和消费品客户，客单大于10万、To B行业客户经验。
技术开发经理（AI方向）,成都易训企业管理咨询有限公司,1.5-2万·15薪,杭州·余杭·五常,3-5年,本科,民营,300-499人,技术服务,,职位描述 核心职责1.技术战略与架构设计：负责核心产品线的技术架构规划、设计与演进，主导关键技术选型与攻关，确保系统在稳定性、扩展性、安全性及成本效率上的领先性。深入AI应用场景，为基于大模型、RAG、智能体、多模态等技术的产品功能，设计并评审高可用、可落地的工程实施方案。2.研发团队管理与工程效能：负责或深度参与AI平台或应用研发团队（后端、算法工程化、部分前端）的管理工作，包括任务规划、进度把控、代码评审与质量体系建设。主导研发流程优化与工程效能提升，建立高标准的代码规范、技术文档与交付质量标准。3.跨部门协同与产品实现：作为技术侧的负责人，与产品、算法、解决方案团队紧密协同，将产品需求转化为可行的技术方案，并在研发过程中确保业务价值的准确实现。在重大项目（如POC、标杆交付）中担任技术负责人，保障复杂项目的技术落地与风险控制。4.技术风险与基础设施治理：关注系统全链路稳定性、数据安全与合规性，建立相应的监控、告警与容灾机制。规划和优化底层基础设施与中间件，提升资源利用率和开发效率。任职要求1.硬性条件：经验：5年以上后端或全栈开发经验，至少2年以上技术团队管理或核心架构师经验。有中大型互联网或ToB软件公司经验者优先。技术栈：精通Go/Python/Java中至少一门语言及生态，对微服务、云原生、高并发、分布式系统有深刻理解和实战经验。AI工程化：必须具备AI相关系统的架构与落地经验，熟悉大模型应用、RAG、向量数据库、机器学习平台的工程化挑战与常见解决方案。管理能力：证明过的团队领导力，擅长任务分解、跨团队协作和推动技术决策。2.核心素质：强烈的业务与产品意识：善于理解业务痛点，能权衡技术理想与商业现实，做出务实的技术决策。卓越的系统性思维与前瞻性：能设计清晰、解耦、易于演进的技术架构，预见未来扩展性挑战。出色的沟通与风险控制能力：能向非技术角色清晰阐述技术方案，并对技术风险有敏锐的嗅觉和应对策略。3.优先考虑项：有从0到1主导搭建AI产品技术平台或中台（如MaaS平台、AI能力平台）的成功经验。有ToB/G领域，特别是政务、金融、工业互联网等复杂系统交付经验，熟悉其安全合规要求。主导过高性能、高可用性在线系统的架构设计与优化工作。
AI产品经理（调研）,成都易训企业管理咨询有限公司,1.5-2.5万·15薪,杭州·余杭·五常,3-5年,本科,民营,300-499人,技术服务,,职位描述 【岗位职责】1.场景洞察与规划： 深入研究建筑、化工、矿山等行业的安全生产痛点和业务流程，洞察企业隐患排查、安全生产培训、风险辨识评估等场景痛点，定义AI赋能的可行路径与产品演进路线。2.AI安全产品设计： 负责公司核心AI+安全产品（如：企业风险模型、企业隐患透视模型等）的需求分析、方案设计与功能迭代。3.大模型及算法应用落地： 探索大语言模型（LLM）在安全知识问答、事故案例分析、个性化培训方案生成等场景的应用；对接AI团队，定义算法需求与产品化方案。4.跨团队协同与交付： 作为产品Owner，协同AI和研发团队，管理需求优先级，推动产品按时高质量交付，并对企业风险隐患调研效率的提升负责。5.数据驱动迭代： 建立产品核心数据指标体系，基于一线业务团队及技术专家的反馈与行为数据，持续优化产品体验与安全干预效果。【任职资格】1.基础要求：本科及以上学历，3年以上B端/C端产品经理经验，至少1年AI相关产品落地经验。2.领域认知（必要）：对企业安全生产管理，尤其是隐患排查、安全培训等业务，有明确认知和实践兴趣。了解高危行业相关法律法规及双重预防机制者，绝对优先。3.AI专业度：熟悉AI产品全流程，对机器学习、计算机视觉（CV）、自然语言处理（NLP）或大语言模型（LLM）至少一个领域有较深的理解，能清晰定义算法特征与评测标准。善于将技术语言转化为业务价值语言，能与算法工程师进行无损沟通，也能向安全专家和业务人员阐释AI的原理与价值。4.产品能力： 具备扎实的产品基本功，出色的逻辑思维与场景抽象能力，能输出高质量PRD与原型，有效定义复杂B端场景下的产品架构。5.软素质：极强的同理心与使命感： 对保护劳动者生命安全的工作有热忱，不是只做功能，而是做安全。【加分项，非必须】对AI大模型在垂直行业的应用有自己的产品见解与思考。
Account manager - EPC out,ABB,面议,杭州·萧山·宁围,5-10年,本科,外商独资,10000人以上,仪器仪表,优选雇主,"职位描述 Reporting to:Segment ManagerYour role and responsibilities In this role, you will have the opportunity to develop, implement, and manage the account strategy that is focused on share of wallet growth, profitability, and customer satisfaction. Each day, you will coordinate sales activities, monitor current projects, and manage the resolution of specific customer problems. You will also showcase your expertise by giving input on market price developments and tendencies.The work model for the role is: {onsite}This role is contributing to the {Solution Sales - Energy Industries} in {China}.You will be mainly accountable for:● Leading the development and implementation of the account plan and Statement of Work growth actions.● Understanding the key business drivers, including significant and emerging business risks (e.g., sustainability/digital/cybersecurity) of the relevant customer’s business and business environment, translating them into the corresponding impacts and opportunities for ABB.● Participating in the development of sales strategies for the account through providing current business and long-term plans for the customer.● Defining sales targets, giving input on market price developments monitoring competitors’ activity with the account and ensuring that appropriate response strategies are implemented.Qualifications for the role ● You are highly skilled in solution sales in {Oil Gas and Power Generation} market● Ability to demonstrate your experience in / Have advanced skills / You have {8} years of experience in {Automation and Electrical solution sales}● Possess an enhanced knowledge of {SalesForce, Capture team Selling}● You are passionate and innovative around {value added selling}● Proven experience of {successful 10M$+ solution sales} in {greenfield project of oversea projects}● Proven experience of {working with major EPCs} of {onshore oil and gas, power generation}● You are at ease communicating in {English, both writing and speaking}What’s in it for you?We want you to bring your full self to work—your ideas, your energy, your ambition. You’ll have the tools and freedom to grow your skills, shape your path, and take on challenges that matter. Here, your work creates impact you can see and feel, every day. More about usAs a pivotal division within ABB Energy Industries, PAEN (Process Automation Energy Industries) leads the transformation of global energy and industrial sectors through cutting-edge automation, electrification, and digital solutions. We specialize in delivering integrated systems for process industries—spanning oil and gas, chemicals, pharmaceuticals, and renewable energy—to optimize efficiency, sustainability, and operational resilience. Our innovations, such as Ethernet-APL-enabled process automation platforms and AI-driven energy management systems, empower clients to achieve carbon neutrality and future-ready operations.Call to ActionJoin us. Be part of the team where progress happens, industries transform, and your work shapes the world. Run What Runs the World."
经营分析经理,厦门士兰集科微电子有限公司,1-1.5万·14薪,杭州·钱塘·白杨,3-5年,本科,民营,10000人以上,半导体/芯片,优选雇主,职位描述 岗位职责： 1、负责公司经营数据的收集、整理和分析，为管理层提供决策支持； 2、制定并优化经营分析报告模板及分析框架，确保数据准确性和及时性； 3、通过数据分析发现业务中的关键问题和机会，提出改进建议； 4、与各部门紧密合作，推动数据驱动的业务改进措施落地； 5、定期组织经营分析会议，向管理层汇报经营状况和改进成果。 岗位要求： 1、本科及以上学历，统计学、数学、经济学或相关专业优先； 2、具备3年以上经营分析或商业数据分析经验，有消费品行业背景者优先； 3、熟练使用Excel、SQL等工具进行数据处理和分析，熟悉Python/R等编程语言者优先； 4、具备优秀的逻辑思维能力和数据敏感度，能够从复杂的数据中提炼关键信息； 5、良好的沟通能力，能够清晰地向非技术团队解释复杂的分析结果； 6、具备较强的团队协作精神和项目管理能力。
海外产品经理,杭州今元标矩科技有限公司宁波分公司,1.2-1.8万,杭州·萧山·盈丰,1-3年,本科,民营,1000-9999人,产业互联网平台,C轮,职位描述 岗位职责：1.负责海外人力资源相关数字化产品的前后台产品设计，从需求调研、产品规划、设计到上线后的持续优化，确保产品满足市场需求和用户期望。2.运用产品经理方法论，深度挖掘用户需求，进行竞品分析，制定产品策略，推动产品迭代升级，提升产品竞争力。3.与研发、设计、运营、销售等跨部门团队紧密合作，高效沟通协调，确保产品按时高质量交付。4.基于交互思维和商业思维，优化产品交互体验，探索新的商业机会和盈利模式，提升产品的商业价值。收集和分析产品数据，通过数据驱动决策，不断优化产品功能和性能，提升用户活跃度和留存率。岗位要求：1.英语或计算机专业本科及以上学历，或有海外留学经历；具备流利的英语听说读写能力，能够与国际团队顺畅交流。[硬性要求]2.掌握基本的产品经理方法论，熟练使用主流的产品经理工具。3.具备较强的逻辑思维和问题拆解能力，能够清晰地梳理业务流程，分析问题并提出有效的解决方案。[重要]4.拥有一定的抗压能力，能够在快节奏、高强度的互联网工作环境中高效工作，应对各种挑战。5.学习能力强，对新技术、新趋势保持敏锐的洞察力，能够快速学习和应用新知识到产品工作中。6.善于沟通，具备良好的团队协作精神和跨部门沟通协调能力，能够有效地与不同背景的人员合作。[重要]7.具有很强的交互思维和商业思维，对产品的用户体验和商业价值有深刻的理解和追求。[重要]
H89287岗 golang开发,武汉佰钧成技术有限责任公司,1.3-1.4万,杭州·西湖·三墩,1-3年,大专,民营,1000-9999人,软件/IT服务,最佳雇主,"职位描述 职位描述W2,W3职位描述:1、负责业务需求拆解与技术方案设计，输出清晰的接口定义与开发文档2、参与需求开发与联调，保障项目进度与交付质量职位要求W2,W3 大专 三年以上1、大学本科及以上学历，两年以上云平台开发经验；2、掌握并熟练使用Go 等开发语言或任意一种，有良好的编码习惯； 3、熟悉Linux操作系统； 4、熟悉MySQL、Redis、NoSQL等数据库、缓存技术；5、有一定的网络开发&维护经验，熟悉tcp协议栈、ip转发原理、linux的iptables配置等； 6、对技术富有热情，能关注互联网行业技术和AI技术发展趋势"
