岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
大数据AI销售（赛道好、发展空间大、薪资上限高）,北京佳朗科技信息有限公司,2.5-5万,北京·朝阳,3-5年,本科,民营,500-999人,专利/商标/知识产权,,职位描述 【公司介绍】我们基于大数据和AI能力，帮助企业研发提效和拓客增收。我们向企业提供【科创空间】、【商贸空间】等大数据AI SaaS产品，以及知识产权、项目申报等专业服务。集团总部位于深圳，3000多人，累计合作客户20万家，业务高速增长。北京佳朗作为集团八大服务商之一，业务中心位于北京，业务范围覆盖北京、天津、河北、山东等地。 【岗位职责】 向目标企业精准传递公司大数据AI产品的价值，与客户达成合作、签订协议、收回款项，完成业绩目标。 【任职要求】 1. 有半年以上销售经验，行业不限，过往业绩出色； 2. 本科及以上学历； 3. 对大数据、AI、大模型等有一定认知； 4. 有事业心，抗压能力强，学习能力强。 【发展空间】 销售体系晋升路径：组长-主管-经理-分公司总经理，晋升标准公开透明可量化，业绩为王，没有论资排辈和编制限制。 【薪资结构】 1. 无责底薪6.5-8K（面试后敲定）+个人业绩提成（6、8、12、15个点）+月度奖金（5K-5万）+年度奖金+期权激励 2. 每月业绩达标后可晋升、上调底薪。 【工作时间】 单休，平时周一到周六8:30-18:00，午休夏季2个小时、其他季节1个半小时，销售晚上有一定的加班，法定节假日正常放假。
AI搜索运营（搜索质量方向）-AI数据与安全,字节跳动,2-4万,北京,1-3年,本科,民营,10000人以上,产业互联网平台,最佳雇主,职位描述 岗位职责：1、熟悉网页基础结构与常见页面元素，可严格依照标准，完成网页质量的客观评估与标准化打分；2、能精准拆解用户搜索需求，专业判定网页结果对需求的满足度、内容匹配度与信息权威性；3、熟悉主流搜索引擎检索规则，熟练使用各类AI工具辅助完成评估标注工作；4、能够针对性完善当前项目的运营流程与标准，包括需求对接、进度跟进、成果验收等环节，提高跨团队协作效率。任职要求：1、熟悉互联网常见网页类型与结构，对网页内容有价值判断能力；2、有数据标注、大模型运营、搜索引擎相关经验者优先；3、学习能力强，能快速理解并应用标注规则，工作细致耐心，能保证高准确率；4、能适应一定量的重复性工作，具备良好的沟通和团队协作能力。
ai数据标注,智联招聘,50-100元/时,北京·朝阳·望京,经验不限,,文本标注,图像标注,语音标注,,职位描述 岗位内容：1. 根据项目需求，负责数据标注、分类、标签制作等工作；2. 维护数据标注质量并改进标注流程；3. 及时响应客户需求，满足客户标注要求。任职要求： 1. 具备基本电脑操作技能以及网络资源的查找和使用能力；2. 具备良好的文字表达能力和沟通协调能力；3. 对细节敏感，具备较强的责任心和工作意识；4. 具备耐心细致的工作态度和团队合作精神。
AI大模型应用工程师,北京博华物流有限公司,200-300元/天,北京,经验不限,本科,Python,民营,500-999人,,职位描述 1.岗位：实习岗，非全职，日薪200-300元2.院校：统招本科优先，优质大专均可3.专业：人工智能、计算机、软件工程、电子信息、自动化相关4.实习时长：可稳定实习两个月及以上5.出勤要求：每周在岗至少三天6.经验要求：有无实操经验均可，零基础可培养7.个人素养：吃苦耐劳，踏实稳重，积极好学，善于钻研
AI数据运营专家,嘉驰英才(上海)信息科技有限公司合肥分公司,1.2-1.9万·13薪,北京·海淀·海淀街道,经验不限,本科,民营,10000人以上,人力资源,,职位描述 职位描述：1、深入理解AI大模型，产出在Agent/多模态等方向的高质量数据；2、能通过代码和Prompt Engineering，完成数据挖掘、预处理、数据分析、链路搭建等任务；3、与产品研发团队进行沟通协作，参与业务场景定义、数据标准制定、标注策略迭代、数据生产自动化等；4、针对大模型的突出问题，与产品、算法、标注、评估等团队合作进行专项攻坚。 任职要求： 1、本科及以上学历，计算机、人工智能、软件工程、数据科学、金融经管等相关专业学科，有复合型学科背景优先；（不包含成人自考、专升本） 2、了解LLM/多模态数据标注的流程和方法； 3、精通提示词工程（Prompt Engineering），能优化Prompt解决不同类型的任务需求，理解Agent实现原理，熟悉workflow搭建，有Coze搭建工作流/agent经验； 4、熟练使用Python、SQL、Java等编程语言，了解机器学习/人工智能/模型调优，熟悉各种算法的基本概念，有应用开发/（运维）Dev-Ops经验加分； 5、对AI有高度热情，有较强的自驱、学习、沟通和抗压能力。
AI 数据实施工程师,南京迈特望科技股份有限公司,1.2-1.7万,北京·西城·金融街,5-10年,本科,大模型,智能体,数据治理,优选雇主,职位描述 【学历及专业】计算机、统计学、应用数学、电力电气、电子信息、信息通信等相关专业本科及以上学历【工作经验】5年以上数据管理、项目实施或业务咨询工作经验；具备人工智能应用场景落地项目工作经验者优先。【技能要求】1.熟悉样本库、知识底座等业务；2.具备优秀的业务分析、文档编写与沟通协调能力，能够独立完成业务调研、需求分析及汇报；3.了解人工智能、大模型、智能体相关技术及应用场景，具备将AI能力融入业务场景的经验者优先。【工作内容】1.参与经营管理类人工智能应用场景的监测业务内容梳理、评估与确定，结合业务实际制定监测指标体系;2.参与数据需求梳理，编制《数据需求清单》支撑数据获取、处理与质量核查工作;3.参与数据获取与处理、质量核查、问题发现与整改的全过程管理，推动问题闭环;4.参与人工智能应用推广需求分析、方案验证及适应性优化，支撑推广应用成效提升。
硬件产品运营（AI驱动运营）,北京三快在线科技有限公司,面议,北京·朝阳·东湖,1-3年,本科,上市公司,10000人以上,互联网生活服务(O2O),最佳雇主,职位描述 美团骑行事业部在全国各个城市开展美团单车、电单车业务，提供绿色、便捷的共享出行服务，是美团出行板块重要的组成部分。我们力求为城市可持续发展提供低碳智能的解决方案，通过技术创新和硬件升级，不断优化全流程骑行体验，为低碳出行提供更好的服务。其中，美团单车旨在为城市居民提供通勤接驳服务，满足用户短途接驳出行需求；美团电单车则满足用户中短途多场景低碳出行需求。我们有开放的工作氛围，也有充满韧劲和创造力，心系低碳出行的伙伴。加入我们，一起为用户创造更好的出行体验。岗位职责1. 从资产现状、竞争格局、经营成本等视角综合考虑，形成整体的电单车产品策略，联动硬件产研产出具体的产品方案，为资产配置提供产品支持。2. 规划资产翻新策略，跟进立项和过程管理，根据翻新效果进行产品方案迭代，产出有限成本下的更优方案，并保证及时的产品交付。运用 AI Agent 自动触发维修预警，降低非计划维修比例和维修成本3. 车辆投放后的效果追踪，建立车产品生命周期的评估指标，观测市场竞争力和车力变化，以及运维数据表现，进行新车/翻新车策略迭代 。4. 负责跨职能部门业务流程的建设，包括硬件开发、供应链、质量控制、软件产品、业务运营等团队；承接城市资产需求，搭建有效流程和评估机制，快捷响应前线需求 。岗位基本需求1. 具备良好的结构化思维、综合协同、产品策略能力，硬件专业知识加分 。2. 较强沟通协调能力、成熟的项目运作和资源整合能力，善于分析和解决复杂问题。具备以下者优先硬件产品、运营、供应链、物流行业工作经验优先岗位亮点1. 作为电单车资产中台，是业务的核心能力。2. 0-1跟进翻新车方向的规划和策略落地，且有承担更多职责的成长空间。
Ai兼职居家直播每天两个小时日收入破千,安徽晓聚文化传媒有限公司,1.5-3万,北京·通州·北苑,经验不限,,抖音,民营,100-299人,,职位描述 1免费培训：免费在线培训。 2直播平台：抖音 3.工作地点：不限制地区。在自己家里直播。 4工资发放：主播每天自提。 5礼物提成：45% 6休息时间：自由安排 7直播内容：聊天，唠嗑，开玩笑，吹牛，互动小游戏等，不要求直播经验和才艺。有才艺更好 任职要求： 形象气质佳 （不要害怕自己不好看，美颜比你想象的强大） 活泼，开朗，喜欢聊天， （不会说话的，我们也教，放心我们大把讲师授课） 配合公司完成专业培训指导 （所有培训都是免费的） 福利待遇 高服务，我们培训人员每天轮流值班，全天24小时在线，帮助主播发现问题。即时调整。迅
数据分析与开发（AI技术岗）,龙禹石油,1-1.2万,北京·东城·和平里,经验不限,本科,国企,1000-9999人,石油/石化,,职位描述 1. 龙禹总部机关及下级分公司、加能站的网络运维及网络安全工作；2. 协助各业务部门进行BI分析开发、RPA工具开发；3. 维护数据仓库集市层（DWD/DWS），开发自动化数据清洗脚本；（Python/SQL），确保分析数据源的准确性与时效性；4. 构建预测模型：使用Python（Sklearn）开发LTV预测、风险评分卡等模型，支持业务前瞻性决策；5. 开发交互式数据看板（Tableau/Power BI），实时监控业务健康度，异常数据自动预警；6. 负责公司数据仓库及报表集市的搭建。包括源系统调研(业务流程梳理)、仓库模型设计、ETL开发及多维模型设计；7. 应用相关人工智能软件框架进行模型训练与调优；8. 推动 AI 技术在业务场景中的落地与迭代；9.研发机器学习、深度学习算法模型。年龄要求：三年以内的高校应届毕业生学历/专业：本科及以上/计算机网络相关专业、编程开发相关专业 专业技能：网络软硬件、BI数据分析、RPA机器人编程、研发机器学习、深度学习算法模型相关经验：无 语言要求：大学英语4级以上 电脑技能：能熟练使用BI、RPA及相关编码等软件性格要求：性格开朗，具有良好的团队合作精神，善于学习 其他要求：无
生成式AI系统测试工程师,北京通和实益电信科学技术研究所有限公司,6000-10000元,北京·海淀·花园路,经验不限,本科,软件测试,Python,国企,,职位描述 职位描述：1、负责算法测评体系构建，针对生成式人工智能的核心能力，设计并落地系统性的评测方案与指标体系；2、主导专项测试设计与执行，针对不同业务场景，设计并执行专项测试，包括但不限于功能测试、内容安全测试、鲁棒性测试及性能测试；3、建设数据集，根据算法特点和风险领域，构建和维护高质量的评测数据集；4、进行质量分析与问题定位，对测试结果进行深入分析，准确定位算法问题，并与研发团队高效协作，推动问题解决与模型迭代；5、跟踪前沿技术与行业标准，持续关注生成式人工智能行业的前沿进展、评估方法及国内外相关标准，并应用于实际测试工作中。任职要求：1、学历：本科及以上学历，人工智能、计算机科学与技术、软件工程、电子信息工程等相关专业。2、技术要求（1）熟悉软件测试基本理论和方法；（2）具备扎实的编程能力，熟练掌握Python，能独立编写自动化测试脚本；（3）熟悉Linux环境，具备基本的数据库操作能力。3、人工智能方向要求（1）深入理解生成式人工智能的基本原理、训练流程及常见架构；（2）评估经验，熟悉主流的生成式人工智能评估数据集和评估方法，并有实际应用经验；（3）风险意识，对生成式人工智能的潜在风险有深刻理解，并有相关测试经验。4、具备较强的逻辑思维能力、问题分析与定位能力，工作认真负责、严谨细致，有良好的沟通协调能力与团队合作精神。
AI工程化人员,北京中科航天人才服务有限公司,1-1.5万,北京·朝阳·劲松,3-5年,大专,音视频编解码,AI,大模型,,职位描述 岗位相关描述：计算机、人工智能专业，在模型部署、并行推理、模型蒸馏量化、智能模型适配迁移、算力虚拟化等技术领域，有丰富的工作经验。大专，三年以上金融领域工作经验，三年以上人工智能领域工程化经验。本科，有四年以上人工智能领域工程化经验。硕士研究生及以上，有一年以上人工智能领域工程化经验。
AI大模型应用开发工程师,北京千方科技股份有限公司,1.5-2万,北京·海淀·上地,3-5年,本科,上市公司,1000-9999人,软件/IT服务,已上市,职位描述 岗位职责:1.负责基于大模型(LLM)的AIAgent系统开发与应用落地。2.设计和实现RAG(检索增强生成)架构，构建企业知识库。3.开发和优化智能体工作流、多Agent协作、工具调用能力。4.进行Prompt Engineering、Agent策略优化与效果提升。5.参与模型训练或微调(LoRA/SFT)及推理优化。6.建立Agent评估体系，提升回答准确率和稳定性。 任职要求: 1.计算机、软件、人工智能等相关专业，本科学历3年以上工作经验，硕士学历1年以上工作经验。 2.熟练掌握Python或Java，具备良好的代码工程能力。 3.熟悉LLM应用开发与AI Agent架构，熟悉至少一种 Agent开发框架LangChain、Spring AI等。 4.熟悉RAG技术体系，有LLM产品落地或企业知识库项目经验优先。 5.熟悉Milvus等向量数据库和检索系统。 6.熟悉Docker/Kubernetes/Al模型部署，有模型微调、Agent评估经验优先。
数据标注专员-T序列-AI语音技术提效工程师（预训练方向）,中电金信软件有限公司,1-2万,北京·海淀·海淀街道,1-3年,本科,数据生命周期管理,多模态数据处理,大模型预训练,优选雇主,职位描述 工作职责1. 对接大模型研发团队需求，设计并搭建音视频数据的持续收集与迭代机制，保障训练数据的稳定供给。2. 主导数据全生命周期处理：包括清洗去重、格式转换、隐私脱敏及风险分流，输出标准化训练集并沉淀统一接入方案。3. 拓展优质数据渠道，优化数据处理链路，提升预训练数据的规模、多样性与质量，快速响应研发团队的数据需求并解决落地问题。4. 跟踪AI领域前沿技术（如多模态、Agent框架、Harness Engineering），探索其在复杂数据任务中的应用场景，推动技术提效。任职要求1. 计算机、数据科学、电子信息及相关专业本科及以上学历，具备良好的跨团队沟通与协作能力。2. 2年以上工程研发经验，熟练掌握Python（优先）或Golang等开发语言，有音视频数据处理经验者优先。3. 掌握Prompt设计技巧，了解语音处理技术或NLP基础算法，能理解大模型预训练的数据逻辑。4. 熟悉数据仓库操作（HSQL）及数据分析工具（Pandas、Tableau），能独立完成数据质量分析与优化。
Python开发工程师（AI项目）,软通动力信息技术(集团)股份有限公司,1.2-1.4万,北京·昌平,3-5年,本科,Django,Flask,MySQL,最佳雇主,职位描述 岗位职责： 基于Python技术栈，负责AI平台及相关产品后端核心模块编码、调试与落地。 参与需求分析、技术方案设计，配合团队完成业务需求落地与项目交付。 负责代码优化、系统维护，排查解决技术难题，保障系统稳定高效。 使用Python Web框架进行接口开发、联调，编写相关技术文档。 跟踪前沿技术，配合团队完成代码评审、测试部署等工作。 任职要求核心要求： 统招本科及以上学历，计算机相关专业，学历可查。 3年及以上Python开发经验，有完整项目交付经验，AI相关开发经验优先。 熟练掌握Python及高级特性，具备扎实的编程、数据结构与算法基础。 技能要求 熟练使用至少一种Python Web框架（Django/Flask/FastAPI等），掌握Git等开发工具。 熟悉至少一种数据库，具备数据库设计与查询优化能力，了解Redis等中间件优先。 熟悉Linux环境下的开发、部署与调试，了解Docker优先。 了解AI、大模型基础概念，能快速适配研究院AI业务场景。 软实力要求 具备良好的沟通协调、问题解决能力，能高效配合团队工作。 责任心强、积极主动，具备良好的团队协作能力，能承受一定工作压力。 学习能力强，能快速掌握新技术，服从工作安排与研究院规章制度。 岗位福利（外包配套） 缴纳五险一金，享受法定节假日、带薪年假。 入驻研究院办公，接触AI前沿技术，助力个人职业提升。 提供节日福利、年度体检、培训支持等保障
数据标注 / AI 训练师（朝九晚六不熬夜 +地铁直达）,濮阳市育德电子科技有限公司,6000-10000元,北京·朝阳·东湖,1-3年,本科,图像标注,音频标注,语音标注,,职位描述 岗位职责 按照要求对图片、文本、语音等数据进行整理、标注和归类 协助完成 AI 模型相关的数据处理、校对与优化工作 简单核对数据准确性，及时上报遇到的问题 配合团队完成日常数据任务，按时保质交付工作 完成上级安排的其他与数据、AI 训练相关的基础工作 岗位要求 年龄 22–29 岁，本科及以上学历，专业不限 会熟练使用电脑，做事认真细心，有耐心 学习能力强，能快速上手工作，接受统一培训 工作踏实稳定，有责任心，团队意识强 无经验也可，对 AI、人工智能感兴趣优先 工作时间 9:00–18:00，午休 1 小时，周末双休，法定节假日正常休息，无夜班、不倒班薪资待遇 综合薪资：6000–10000 元 / 月（底薪 + 绩效 + 全勤 + 项目奖金 + 年终奖）员工福利 入职即缴纳五险一金，额外享有补充医疗，保障齐全 餐补、交通补贴、通讯补贴每月都有，收入更实在 带薪年假、婚假、产假等法定假期齐全，不扣薪 节日福利、生日礼金、年度免费体检、定期团建 带薪岗前培训 + 一对一带教，零基础也能快速上手 晋升通道清晰：专员→质检→组长→主管，发展稳定 团队年轻氛围好，无内卷、无强制加班，工作轻松稳定
"AI算法工程师((14薪,六险一金,接受考公考研失败/25届)",外企德科数字技术有限公司,1.5-3万·14薪,北京·海淀,经验不限,本科,大模型算法,自然语言处理,Python,,"职位描述 办公地址：北京 上海 广州 深圳 西安 武汉 成都 杭州 苏州 南京 职责： 1、 负责昇腾领域技术支撑，包括昇腾训练与推理服务器规划设计与实施服务、应用与模型迁移昇腾平台的技术支持（模型训练、应用迁移等）等，主要包括： (1) 昇腾服务器规划设计与实施：负责昇腾服务器规划设计与实施，包括：组网设计、实施方案设计、软件安装与调测、测试验收等； (2) AI应用迁移技术支持：支撑客户进行AI应用迁移,包括离线模型转换、昇腾推理代码迁移、离线模型性能调优等。 (3) AI应用开发技术支持：支撑客户进行AI应用开发,包括离线模型转换、离线模型性能调优、ACL开发、MindX SDK开发等。 (4) AI模型迁移技术支持：支撑客户进行AI模型迁移,包括训练代码迁移、AI模型精度提升、AI模型性能调优等。 (5) AI模型开发技术支持：支撑客户进行AI模型开发,包括基于Mindspore框架的模型开发、AI模型精度提升、AI模型性能调优等。 技能要求： 1、熟悉C++/C/Java/Python等一种以上编程语言，软件开发经验者优先；从事人工智能相关行业的工作经验优先。 2、熟练使用不少于一种主流深度学习框架，例如：TensorFlow、Pytorch、Caffe等。熟悉训练与推理参数调优，有性能调优实践经验者优先。 3、熟悉AI应用技术，熟悉AI主流业务流和数据流，熟悉CUDA软件开发和业界公司软件开发环境，能使用迁移工具与客户环境无缝对接。 4、了解Linux应用编程，熟悉多进程、多线程编程和linux程序调试方法。 5、熟悉昇腾基本原理，具备昇腾平台代码开发经验者优先。"
AI大模型应用工程师,唐山文旅信息产业发展有限公司,1-2万,北京·石景山·古城,1-3年,本科,大模型算法,Python,Java,,职位描述 1. 核心能力要求- 开源大模型私有化部署与运维，能够独立私有化部署国产开源大模型：Deepseek、Qwen、ChatGLM系列等- 熟练使用模型部署工具：vLLM、ollama、Text Generation Inference- 懂模型量化：4bit/8bit 量化、GPU 资源优化、多卡部署- 具备 Linux、CUDA、Docker 环境部署与排错能力- 能够进行模型调优与效果迭代，会提示词工程、效果评测，了解 LoRA/QLoRA 微调2. 大模型应用开发能力- 熟练使用 LangChain / LlamaIndex 等 RAG 框架- 能做知识库构建、文档解析、分片、向量化、检索增强- 能实现任务编排、多步骤智能流程、函数调用，将 AI 能力封装为 REST/gRPC 接口，供业务平台调用- 至少熟悉 Python 后端开发，懂 Java/SpringBoot 优先- 能与现有业务开发团队协同开发、联调- 具备基本日志、监控、异常处理、接口稳定性设计
ai数据标注/nlp,上海微创软件股份有限公司,1.3-2.5万,北京·海淀·上地,经验不限,本科,文本标注,英文标注,合资,,职位描述 英文、法律方向优先 【岗位职责】1、根据标注规则 对AI产生的对话文本进行编辑、纠错和批注等，确保标注的准确性；2、负责协助统筹和协调标注资源、推进数据项目的进展等工作；3、与其他相关部门保持良好沟通，为项目提供相关支持；​【岗位要求】1、统招一本及以上，汉语言、英语、数学、物理、土木等等等相关专业；2、经验不限 可接受应届生。只要对文字敏感性强，具备高写作能力、沟通能力即可；3、对AI技术感兴趣，关注过一些AI大语言模型，如ChatGPT、文心一言、PaLM等；4、细致、有很强的耐心，能接受大量的文字阅读，语言理解和学习能力强5、独立自主，具有较强的责任感和抗压能力，良好的沟通能力及团队合作精神。
AI短剧、AI动漫制作,天津联合粲华集团有限公司,1000-2000元/天,北京·朝阳·望京,经验不限,大专,广告动漫,游戏动漫,影视动漫,天使轮,职位描述 主要用AI制作动漫，要求熟练使用AN，AE，Ps等工具。以及AI工具：通义万相，vidu，可灵，即梦，MJ等。有经验优先，如果对AI感兴趣，同时可查看我们正在招聘的AIGC制作岗要求及待遇。（0基础可教 最多一天600）加分项，如有请主动告知：用AI做过视频，剪辑经验，拍摄视频经验，摄影经验，买过单反，绘画经验，设计经验，彩妆经验，艺术领域经验，时尚买手，美学品味佳，色彩敏感，对时尚，漫画，动画，虚拟偶像或以上任一有独到见解，岗位内容：1. 设计并完成多种类型的动漫手绘作品，包括人物原型、场景、海报等。2. 能够根据需求快速独立完成项目，并保证产出质量。3. 参与项目评估和进度掌控，推动项目顺利进行。任职要求：1. 具备较强的动漫手绘创作能力和优秀的绘画技巧。2. 有无限的想象力和创意，能够脑补出各种独具一格的设计方案。3. 具备良好的时间管理能力和责任心，能够满足项目进度和质量要求。4. 有良好的团队合作能力和沟通能力，善于与多个部门协同工作。5. 具备敏锐的观察力和学习能力，时刻关注市场动态和新技术的发展。
AI后端开发工程师,北京中科软通科技有限责任公司,9000-12000元,北京·西城·展览路,3-5年,大专,AI后端,民营,100-299人,,"职位描述 核心需求：具备扎实的Java开发基础，掌握Prompt工程、熟悉RAG全链路核心流程、掌握关键词检索、向量检索开发 经验要求：3年以上Java开发经验，拥有完整的Web应用后端开发及上线案例。 技术要求： 1) 基础能力：熟练掌握Java17+、SpringBoot、SpringMVC、MyBatis/MyBatis-Plus； 2) RAG与检索：熟悉RAG全链路核心流程，掌握关键词检索、基础向量检索策略开发； 3) 数据库与存储：熟练掌握人大金仓数据库，具备基础SQL优化能力；掌握向量数据库基础使用方法，能完成向量入库、基础索引构建； 4) 熟悉Redis缓存技术，能实现基础缓存策略落地； 5) 工程化与中间件：熟悉Docker容器化部署，能完成基础服务容器化；了解Kafka/RabbitMQ，能实现简单异步任务处理； 6) API设计：熟悉RESTfulAPI设计规范，能使用Swagger/Knife4j生成接口文档，掌握基础的接口限流、异常处理机制。 加分项： 1) 大模型进阶： 2) 精通Prompt模板设计与优化，能针对复杂业务场景优化大模型输出效果； 3) 精通vLLM推理优化、显存管理技巧，能解决大模型推理延迟、高并发等核心问题； 4) 了解ASR,TTS等模型使用和优化 5) 具备国产化服务器/操作系统、国产化大模型适配落地经验； 6) RAG与检索进阶： 7) 精通检索效果评估体系，能针对性优化混合检索、重排序等策略，显著提升召回率/准确率； 8) 精通向量数据库调优，能优化索引结构、检索参数，提升向量检索效率； 9) 有RAG开发和部署的完整项目经验 10) 知识图谱：熟悉知识图谱全流程构建，能实现RAG与知识图谱的深度关联检索； 11) 工程化进阶：能搭建RAG服务集群，保障服务高可用； 12) 数据库进阶：具备复杂SQL优化能力，了解图数据库（Neo4j）使用方法； 13) 缓存进阶：能设计高频检索结果、向量数据的精细化缓存策略，大幅提升系统响应速度。"
AI 模型视频采集专员,首聘(北京)科技有限公司,1.2-1.7万,北京·朝阳·麦子店,3-5年,大专,数据 采集,民营,1000-9999人,优选雇主,职位描述 岗位职责（机械臂 / 机器人手部动作数据集方向）1、负责机器人 / 机械臂仿真训练所需真人手部动作、各日常场景视频采集工作，规划采集场景、动作流程、拍摄规范。2、建室内 / 户外多场景采集环境，主导手部精细动作、操作动作录制（抓取、按压、摆放、开关、拧动、搬运等实操动作）。3、控视频画质、角度、帧率、光线、背景规范，统一采集标准，保证数据合规、无冗余、可用作 AI 模型训练。4、对采集后的视频做初步筛选、分类、归档、标注整理，输出标准化数据集给到算法 / 模型团队。5、配合算法团队需求，迭代补充缺失场景、缺失手部动作，优化采集方案，支撑机械臂 / 机器人行为模型训练优化。任职要求有AI 数据集采集、视频采集、动作采集、机器人 / 自动驾驶 / 大模型数据采集相关从业经验，做过手部动作、人体动作、实操场景视频采集优先。懂视频拍摄基础：帧率、分辨率、机位布局、布光、背景控制，能独立制定采集 SOP 规范。熟悉日常生活 / 办公 / 居家 / 商超 / 工业简易场景，能梳理适合机械臂复刻的全套手部操作动作库。会对采集素材做整理、分类、文件夹规范归档，有数据集项目落地经验优先。工作细心严谨，有耐心，能按标准批量采集，配合项目进度交付。加分项做过机械臂、人形机器人、具身智能相关视频 / 动作数据采集懂简单视频剪辑、数据标注基础有搭建采集场地、统筹多人采集项目经验
线上多平台运营专员（AI Agent 自动化专家 · 海内外全媒体）,北京光彩明天新视光眼科诊所有限公司,7000-14000元,北京·海淀·海淀街道,经验不限,大专,社交平台,媒体平台,会员运营,,职位描述 公司亮点 我们是儿童眼健康领域标杆机构，24年技术沉淀、权威专家团队、专利医疗设备，服务超20万儿童。现全面升级AI驱动全域运营体系，用AI Agent智能体框架实现海内外社媒全流程自动化，诚邀精通AI Agent自动化、自主工作流、全域社媒的复合型专家，用技术解放人力，靠能力赚取高回报！ 岗位核心定位 不是传统运营，是AI自动化架构师！你将基于OpenClaw系/LangGraph/AutoGen等任意主流AI Agent框架，搭建、训练、调度智能体工作流军团，实现“内容生产→多平台发布→智能互动→数据复盘→策略迭代”全流程自动化，70%以上工作由AI Agent自主执行，人工仅负责监督、优化、战略决策，轻松高效拿高提成。 核心岗位职责（AI Agent 全流程驱动）一、AI Agent 自动化体系搭建（核心） 选用OpenClaw、ZeroClaw、LangGraph、AutoGen、CrewAI等任意主流框架，构建全媒体运营智能体矩阵（内容创作Agent、多平台发布Agent、社群互动Agent、数据复盘Agent、策略优化Agent）；配置Agent技能、工具权限、长期记忆、定时任务、跨平台协同，实现自然语言指令→任务拆解→工具调用→自主执行→结果反馈全闭环。 二、国内全媒体自动化运营 覆盖小红书、抖音、视频号、公众号、知乎、B站，由AI Agent自主完成：热点挖掘、选题策划、文案/脚本/素材生成、平台适配、定时发布、评论/私信自动回复、数据监控与迭代，提升涨粉、互动及引流转化效率，直接关联提成收益。 三、海外全媒体自动化运营 覆盖TikTok、Instagram、Facebook、YouTube、LinkedIn，由AI Agent自主完成：多语言内容生成、文化合规校验、跨时区排期、自动发布、海外互动管理、流量分析与策略优化，扩大海外品牌曝光，助力海外客户引流，提成上不封顶。 四、AI 社群自动化（企微/微信群） 搭建智能客服&促活Agent，自动完成欢迎语、问答、视力健康科普、活动推送、客户分层、跟进提醒、续费/升级促单、社群维稳，提升客户粘性与转化，每笔转化均有对应提成。 五、AI 工作流持续迭代 不断优化提示词工程、Agent技能、工作流编排、工具集成，提升AI自主决策能力、任务成功率、内容质量及转化效果，迭代越高效，运营效果越好，提成收益越高。 任职要求（硬性：必须懂 AI Agent 自动化）1. 核心硬性要求（缺一不可） · 精通AI Agent原理与实战：理解任务规划、工具调用、长期记忆、自主执行、多智能体协同； · 熟练使用至少一种AI Agent框架（开源优先：OpenClaw系、LangGraph、AutoGen、CrewAI等；商业/国产：n8n AI、LobsterAI等亦可）； · 有AI Agent自动化运营实战经验（社媒/内容/跨境/营销方向优先）； · 拒绝只会用ChatGPT写文案的“伪AI运营”，需能独立搭建自动化工作流、解决落地问题。 2. 平台能力 熟悉国内+海外主流社媒规则、算法、内容风格、合规要求，能指导Agent生成合规、高流量、高转化的平台适配内容。 3. 加分项 · 懂提示词工程、工作流编排、API配置、本地部署者优先； · 有跨境运营、医疗健康、儿童教育领域经验者优先； · 具备基础英语阅读/编辑能力，能适配海外内容者优先。 4. 素养 目标导向、结果导向、技术驱动，愿意深耕AI自动化运营；认同儿童眼健康事业，有耐心优化AI、打磨细节，能为高提成主动投入。 薪资福利（基础有保障，赚钱无上限） · 薪资结构：底薪7000-10000元/月（按经验、AI Agent能力定档）+ 上不封顶绩效奖金（按运营数据核算）+ 业务转化提成（每笔引流、成交均有提成，多劳多得）； · 基础保障：五险一金、节日福利、生日福利、年度体检，入职即享； · 成长支持：AI Agent深度实战指导、海内外全域运营经验积累、医疗行业AI落地案例沉淀； · 工作环境：海淀核心商圈、办公环境舒适、团队氛围轻松、弹性工作、不内卷，专注靠能力拿回报。
多模态大模型数据策略专家-AI数据与安全,字节跳动,2-4万,北京,1-3年,本科,民营,10000人以上,产业互联网平台,最佳雇主,职位描述 岗位职责：1、深度参与多模态大模型前沿方向的数据工作，重点负责视频/图像生成模型及AI多模型产品的效果评估，以及多模态大模型训练数据策略及标注管理；2、负责多模态数据任务的理解与拆解，基于图像/视频内容特征及业务目标，制定对应的数据规则与质量体系；3、建设科学的多模态大模型评测方案与策略，确保评估体系能够准确反映模型问题与能力变化，助力模型效果达到业内一流；4、深入理解业务场景、市场动态和大模型技术趋势，牵引数据团队和算法团队的深度融合。任职要求：1、本科及以上学历，影视相关专业，广播电视编导、编剧、电影学、导演、戏剧与影视等优先；2、熟悉图像/视频理解，具备从构图、光影、动作节奏、风格一致性等维度进行专业判断的能力，视频生成模型相关从业经历优先；3、熟悉大模型模型评估，有数据标注与管理的经验，具备从训练数据到模型效果评估到优化的完整经验者优先；4、有较强的分析和沟通能力，擅长从数据、评估中发现有价值的产品改善建议，并能推动落地；5、对AIGC与视频生成技术保持持续关注与学习动力，具备出色的好奇心与学习能力。
