岗位名称,公司名称,薪资范围,工作城市,经验要求,学历要求,公司性质,公司规模,公司行业,公司标签,职位描述
3D生成平台架构师（面向智能制造/CNC方向）,上海拓璞数控科技股份有限公司,3-5万,上海·闵行·颛桥,5-10年,本科,民营,300-499人,专用设备制造,C轮,"职位描述 岗位背景：我们正在寻找一位具备极强工程落地能力和 MLOps 经验的技术 Leader，从 0 到 1 搭建一个专为数控加工（CNC）和智能制造服务的 3D 资产生成与处理平台。核心职责 :1、平台整体架构与技术选型： 负责 3D 生成模型托管平台的整体架构设计。解决基于 Kubernetes 的高并发容器调度、分布式存储及 GPU 算力的动态分配问题。2、生成流水线工程化： 将开源（如 ComfyUI 及其相关 3D 插件）及外部商用 3D 生成 API 进行深度服务化改造。构建稳定、可扩展的异步任务调度系统。3、计算几何与模型后处理： 针对生成式 AI 输出的“脏网格”，主导开发自动化的几何修复管线。包括但不限于：网格到 SDF（有符号距离场）转换、拓扑修复、基于 Marching Cubes/Surface Nets 的水密性网格重建，确保输出模型满足后续 CAM 刀轨规划的严苛物理要求。4、AI Agent 与参数化建模集成： 探索并落地基于大语言模型（如 Qwen, Claude 等）的 CAD 代码生成（如 OpenSCAD）方案，建立“自然语言/图片 -＞ 参数化 3D 模型 -＞ 制造检查”的完整通路。任职要求 :1、背景经验： 具有 5 年以上后端/基础架构研发经验，至少 2 年以上 AI 模型部署、MLOps 或 AIGC 平台级产品的核心开发与管理经验。有从 0 到 1 组建和带领小规模精英团队的实战经历。2、基础设施底子硬： 熟练掌握 Kubernetes、Docker，深入理解微服务架构、消息队列（如 RabbitMQ/Kafka）以及基于 KEDA 等组件的弹性伸缩策略。3、模型工程化能力： 对底层显卡算力、显存管理有深刻理解。熟悉 PyTorch 等深度学习框架，有 TensorRT 或 vLLM 等推理加速框架调优经验优先。了解 ComfyUI 底层运行机制者优先。4、编程语言： 精通 Python 与 Go/C++，能根据不同模块（AI 调度用 Python，高并发与底层性能优化用 Go/C++）灵活选择技术栈。5、极客精神与制造热情： 能够拥抱不确定性，面对 AI 3D 领域日新月异的论文和开源项目，具备快速阅读源码并将其工程化封装的能力。加分项:1、熟悉传统计算几何处理库（如 OpenCASCADE, CGAL, OpenVDB, Trimesh 等），对网格处理算法有实际操作经验。2、对 CNC 数控加工（特别是 5 轴联动）、3D 打印或 CAM 软件生态（刀具路径、可制造性 DFM 检查）有一定了解。3、有过软硬件结合项目的研发管理经验"
开发工程师（应用实施方向）,上海比福检测技术有限公司,1-2万,上海·浦东·张江,经验不限,本科,20人以下,技术服务,,,职位描述 职位名称：开发工程师（应用实施方向）方向：视频分析 / 传感器数据分析 / AI Agent / 大语言模型（LLM）关于我们上海比福是一家创新型 IT 公司，专注于 OSMOCV 低代码平台的研发与应用落地。公司致力于通过 AI、视频分析、传感器数据处理及自动化技术，为不同行业客户提供智能化解决方案。 职位简介该岗位主要负责公司 OSMOCV 平台在客户项目中的实施、集成与应用落地，涵盖视频分析、传感器数据分析、AI Agent 与 LLM 场景。候选人需具备较强的技术实施能力、方案设计能力及客户沟通能力。 岗位职责 参与公司数据分析平台相关应用的开发、部署与实施，为客户提供完整的解决方案交付。 面向客户业务场景，设计并落地基于摄像头、传感器、LiDAR 等设备的数据分析与视频分析方案。 负责客户需求调研与分析，输出并落地技术实施方案。 负责服务器、容器及相关基础设施的配置与部署，保障系统稳定运行。 负责摄像头、传感器及其他采集设备的接入与集成，实现媒体数据与遥测数据采集。 负责告警通知、系统联动及与客户其他系统的接口集成（包括 LLM 调用、AI Agent 场景集成等）。 与算法/模型训练团队协作，完成数据流转、模型集成、模型更新与版本迭代。 参与摄像头及设备部署方案设计，优化点位布局，提升数据采集效果。 负责项目上线后的技术支持、系统维护、性能优化及故障排查。 开发和部署基于 LLM的 AI Agent，实现基于视频和传感器数据的智能决策能力（如事件自动响应、报告生成、对话交互等）。 任职要求基础技能 熟悉 Linux / Git / Bash / Docker / Python 理解流式数据处理相关概念，熟悉传感器数据、视频流、时间序列数据等场景 经验要求（以下任一方向即可）方向 A：AI Agent / LLM 熟悉 GPT、LLaMA、LangChain、AutoGen 等相关技术 具备 PromptEngineering、Agent Orchestration、LLM 应用开发经验者优先 方向 B：视频分析 / 传感器数据分析 熟悉计算机视觉、机器学习、神经网络等相关技术 具备视频分析系统、传感器数据分析、硬件/服务器集成经验者优先 综合能力 具备较强的业务理解能力，能够独立完成需求分析与方案设计 具备系统对接与集成能力，熟悉 REST API、消息队列 / Message Broker 等 能够与算法/模型团队高效协作，支持模型训练与再训练的数据流转 具备良好的沟通能力、团队合作能力及客户沟通意识 熟悉实时系统性能分析、系统调优与故障排查方法 加分项 有视频监控、工业视觉、IoT、智能安防等项目经验者优先 有客户现场实施、系统交付或项目落地经验者优先 熟悉 OpenCV、PyTorch、TensorFlow等相关工具者优先 有 LLM / AIAgent 实际落地经验者优先 熟悉云平台（AWS /Azure / GCP）者优先 具备英语沟通能力者优先 福利待遇 有竞争力的薪资和福利待遇 有机会参与前沿 AI 技术与真实业务场景的落地项目 动态、开放、协作的工作环境 良好的职业发展与成长空间
HRIS & Master Data Specialist APAC,维益烘焙产品(天津)有限公司,2.1-2.3万,上海·静安·天目西路,5-10年,本科,外商独资,500-999人,食品/饮品/烟酒制造,,"职位描述 Summarized Accountability:This position is dedicated to supporting end-to-end HR master data management across HRIS platforms for all APAC markets. Key responsibilities include governing data policies, conducting audits, managing system configuration for AC core modules (Compensation, L&d..etc), and driving process automation. The role ensures compliance with GDPR and local labor laws, implements access controls, and partners with HR, IT, and analytics teams to deliver reliable data for reporting and payroll.Key Responsibilities:Master Data Governance & Integrity· Serve as the subject matter expert (SME) for HR master data across HRIS platforms (e.g., Workday, SAP SuccessFactors). Define and enforce data governance policies, standards, and procedures to ensure data accuracy and consistency. Conduct regular data audits, cleansing, and validation to maintain high-quality HR data.. System Configuration & Maintenance· Manage system configuration for HRIS modules (e.g., Core HR, Compensation, Benefits, Leaves) to align with business requirements. Implement and maintain business rules, workflows, and security settings within the HRIS.· Collaborate with IT and vendors to test and deploy system upgrades, patches, and enhancements. Troubleshoot and resolve configuration-related issues to ensure system stability and performance.Process Optimization & Automation· Identify opportunities to automate data workflows and reduce manual interventions. Partner with HR, IT, and business teams to streamline data entry, integration, and reporting processes. Develop and maintain data dictionaries, documentation, and training materials for end-users.· Strategic PartnershipCompliance & Security· Ensure HR master data complies with GDPR, local labor laws, and company policies. Implement role-based access controls (RBAC) to safeguard sensitive HR data. Support internal/external audits related to HR data management.Reporting & Analytics· Collaborate with HR Analytics teams to provide clean, reliable master data for reporting and dashboards. Troubleshoot and resolve data discrepancies impacting HR and payroll processes.Experience & Education：Education:Bachelor’s degree in HR, Information Systems, Business Administration, or related field.Experience:5+ years in HRIS, HR data management, or master data governance (experience in a CoE or shared services environment preferred). Hands-on experience with SAP SuccessFactors, including system configuration. Strong understanding of HR processes (hiring, payroll, benefits, Leave module) and their data dependencies.Skills:Expertise in data governance, data quality tools, and SQL/Excel (for data analysis). Proficiency in HRIS configuration, business process design, and security setup. Knowledge of data privacy regulations (GDPR, CCPA, etc.). Strong problem-solving and project management skills. Excellent communication and stakeholder management abilities."
python后端开发工程师（中级）,台州拜亚进出口有限公司,1.3-1.8万,上海·徐汇·虹梅路,1-3年,本科,民营,500-999人,金属制品/机加工,,职位描述 职位背景 我们希望找到一位能用 Cursor、Claude Code 等 AI Agent 重组开发流程的 Python 后端工程师：能理解业务问题，拆解需求，设计方案，指挥 Agent 持续开发，并用测试、日志和阶段性 review 保证交付质量。 主要职责 1、参与核心业务系统的后端开发，设计并实现 RESTful API、业务模块、数据模型和异步任务。 2、围绕复杂业务规则、自动化处理流程和 AI 辅助能力，快速理解需求并拆解可交付方案。 3、使用 Cursor、Claude Code 或类似 AI Agent 工具进行日常开发，推动 Agent 完成代码阅读、方案拆解、实现、测试和问题修复。 4、管理 MySQL/Redis 等基础设施，完成表结构设计、缓存设计、任务队列和性能优化。 5、集成对象存储、大模型 API、异步任务、文件产物下载等后端能力，完善端到端业务流程。 6、编写必要的单元测试、集成测试和运行说明，完善错误处理、日志和可观测性。 7、沉淀接口文档、业务规则说明和 Agent 开发过程记录，帮助团队提高 AI 协作开发效率。 任职要求 1、3 年左右 Python 后端开发经验，熟悉 FastAPI/Django/Flask 至少一种框架，能独立完成常规后端业务开发。 2、熟悉 MySQL、Redis、RESTful API 设计、接口调试、错误处理和基础性能优化。 3、了解异步任务或消息队列，如 ARQ、Celery、RabbitMQ、Kafka 等，有实际使用经验更佳。 4、有真实 AI 编程工具使用经验，熟悉 Cursor、Claude Code、GitHub Copilot 或类似工具；能讲清楚自己如何用 AI Agent 完成真实开发任务。 5、具备基础 LLM 应用开发经验，能调用 OpenAI、Claude、Gemini、DeepSeek 等模型 API，并理解 prompt、结构化输出、任务编排和结果校验。 6、愿意理解业务，不排斥垂直行业里的复杂规则、专业资料和非标准流程，能主动追问需求、确认边界和定义验收标准。 7、具备清晰文档和协作能力，能与产品、业务、前端或其他开发者对齐接口契约和业务规则。 我们特别看重 1、你不是只让 AI 帮你写代码，而是能把 AI Agent 当作持续工作的开发伙伴来管理。 2、你能把模糊业务需求转成清晰的开发计划、数据结构、接口设计和验收标准。 3、你会通过测试、日志、代码 review、阶段检查来控制 AI 输出质量。 4、你对业务有好奇心，愿意快速理解真实用户、行业资料和业务规则。 加分项 1、有 Agent 项目、RAG、向量检索、结构化信息抽取或自动化工作流经验。 2、有复杂业务规则系统、报价系统、ERP/MES、设计工具、工程交付系统等相关项目经验。 3、有 Docker、CI/CD、线上部署、日志监控或生产问题排查经验。 4、能展示自己的 AI 编程工作流，例如任务拆解、prompt、Agent 执行记录、测试策略或复盘文档。
模型算法工程师,万达信息,2.8-3万,上海·闵行·浦江,3-5年,硕士,民营,1000-9999人,软件/IT服务,已上市,"职位描述 模型研发与优化： 负责医疗大模型的预训练、指令微调（SFT）及偏好对齐（RLHF/DPO），针对医疗文本的专业性进行深度优化。智能体构建： 设计并实现基于医疗场景的智能体（AI Agent），通过 Skills 扩展和工具调用（Tool Use）实现复杂的医疗任务编排。工作流开发： 利用主流低代码或编排工具构建高效的任务处理流水线，实现业务逻辑的快速落地。技术预研： 跟踪 NLP 与大模型领域的最新科研进展（如长文本处理、多模态医疗影像结合等），评估并转化为实际产品能力。任职要求1. 学历与背景硕士及以上学历，计算机、生物信息学、电子信息或数学相关专业。具备扎实的数学功底，深刻理解深度学习、自然语言处理（NLP）的基本理论。2. 编程与工程能力Python 精通： 熟练使用 Python 进行后端开发与算法实现，熟悉 PyTorch / TensorFlow 等主流深度学习框架。工程素养： 熟练掌握 Linux 开发环境，具备 Shell 脚本编写能力；精通 Git 版本控制与团队协作流程。部署经验： 了解模型量化、加速及推理优化（如 vLLM, DeepSpeed, FlashAttention）者优先。3. 大模型专业深度原理深刻： 对 Transformer 架构、注意力机制、位置编码等核心原理有底层理解。微调实战： 熟练掌握 LoRA、QLoRA、Full Fine-tuning 等微调技术，有处理高质量医疗数据集的经验。RAG 经验： 熟悉向量数据库（如 Milvus, Pinecone）及检索增强生成架构。4. 智能体与工作流（加分项）Agent 架构： 对 ReAct、规划（Planning）、记忆（Memory）机制有实际研究或落地经验。编排工具： 熟悉或使用过 Dify、Coze（扣子） 或 n8n 等工作流引擎，能够快速搭建复杂的自动化任务流。加分特质在顶级学术会议（ACL, EMNLP, NeurIPS 等）发表过论文或有高星开源项目贡献。有医疗知识图谱（KG）与大模型结合的研究背景。具备良好的逻辑思维能力和团队沟通协作精神，能承受一定的工作压力。"
专利律师助理,上海埃利沙知识产权咨询有限公司,1.2-1.4万,上海·静安·江宁路,经验不限,本科,民营,20-99人,法律,,"职位描述 上海埃利沙知识产权咨询有限公司（Allasya Law & IP）是一家勇敢、专业、专注的法律与知识产权咨询机构。我们汇聚了国际化的资深法律与专利专家，专注于为全球客户提供高价值、跨领域的知识产权解决方案。我们的业务涵盖专利、商标、著作权、商业秘密及反不正当竞争等领域，以卓越的诉讼能力、前瞻的战略布局和深度的客户协作著称。At Allasya Law & IP, we are a brave, expert, anddedicated team of legal and IP professionals. We bring together seasoned internationalexperts to deliver high-value, cross-disciplinary IP solutions for globalclients. Our practice spans patents, trademarks, copyrights, trade secrets, andanti-unfair competition, renowned for our exceptional litigation capabilities,forward-looking strategic planning, and deep client collaboration.我们正在寻找一位兼具法律思维与技术洞察力的专利律师助理加入我们的团队。如果您已成功获得法律职业资格与专利代理师资格（“双证”），并渴望在资深律师的指导下，深度参与高价值的专利无效、诉讼案件及复杂的国际专利申请业务，这将是一个理想的职业起点。我们提供系统的培训、清晰的成长路径以及处理前沿技术法律问题的实践机会，助您快速成长为一名专业的专利法律人才。We are seeking an Assistant Patent Attorney with bothlegal acumen and technical insight to join our team. If you have successfullyobtained both the Legal Professional Qualification and the Patent AgentQualification (""Dual Qualifications""), and are eager to dive into high-stakespatent invalidation, litigation cases, and complex international patentprosecution under the guidance of seasoned attorneys, this role offers an idealcareer launchpad. We provide systematic training, a clear growth path, andhands-on experience with cutting-edge technological legal issues, supportingyour rapid development into a professional patent practitioner.岗位职责 Responsibilities 协助合伙人和专利律师处理各类专利法律事务，包括但不限于：专利申请、审查意见答复、专利复审、无效宣告、行政诉讼及民事诉讼。Assist partners and patent attorneys in handlingvarious patent legal matters, including but not limited to: patent prosecution,office action responses, reexamination, invalidation, administrativelitigation, and civil litigation. 参与专利无效宣告请求及答辩的口头审理，协助律师进行庭审准备、证据整理和庭审记录。Participate in oral hearings for patent invalidationrequests and defenses, assisting attorneys with trial preparation, evidenceorganization, and hearing minutes. 协助起草、翻译和校对各类专利法律文书，包括但不限于：专利申请文件、意见陈述书、无效宣告请求书、答辩状、起诉状、证据清单及法律备忘录。Assist in drafting, translating, and proofreadingvarious patent legal documents, including but not limited to: patentapplications, argumentative briefs, invalidation petitions, defenses,complaints, evidence lists, and legal memoranda. 进行专利法律与技术的检索、分析与调研，并撰写相关报告。Conduct patent-related legal and technical searches,analysis, and research, and prepare corresponding reports.任职资格 Qualifications 统招本科及以上学历，具有理工科（电子、通信、计算机、机械、生物化学等）背景者优先。接受应届毕业生。Bachelor’s degree or above from a recognizeduniversity. Background in science or engineering (electronics, communications,computer science, mechanical engineering, biochemistry, etc.) is highlypreferred. Open to fresh graduates. 必须通过国家统一法律职业资格考试（法律职业资格证）并已通过专利代理师资格考试。Must have passed the National Unified Legal ProfessionalQualification Examination and the Patent Agent Qualification Examination. 具备优秀的英文书面能力，能够将中文技术交底书/法律文件准确翻译为英文，并能作为工作语言进行沟通。Excellent written English skills, capable ofaccurately translating Chinese technical disclosures/legal documents into English,and able to use English as a working language. 工作严谨细致，责任心强，具备出色的逻辑分析能力、学习能力。Meticulous, detail-oriented, and strong sense ofresponsibility. Excellent logical analysis and learning ability. 具有良好的团队协作精神和沟通能力。Strong team player with excellent communication skills.我们提供 We Offer 高端成长平台：与多位欧洲资深法律专家共事，与顶尖诉讼律师、专利专家并肩工作，参与高价值国际项目。High-end Growth Platform: Work alongside seasonedEuropean legal experts, collaborate with top litigators and patent specialists,and engage in high-value international projects. 具有竞争力的薪酬福利（基本薪资+绩效奖金+年终奖金）。Competitive compensation and benefits package (basesalary + performance bonus + year-end bonus). 系统、专业的职业发展培训与清晰的晋升路径。Systematic and professional career developmenttraining with a clear promotion path. 参与处理前沿、复杂知识产权案件的机会。Opportunity to work on cutting-edge and complexintellectual property cases. 积极、开放、协作、国际化的团队工作氛围。A positive, open, international and collaborative teamenvironment."
上海-银行业务专家,北京可利邦信息技术股份有限公司,2-4万,上海·浦东·潍坊新村,3-5年,本科,民营,100-299人,产业互联网平台,,"职位描述 一、岗位定位作为公司银行业AI落地的业务端核心枢纽，您需要扮演""银行业务翻译官""的角色：深度理解银行业务（对公信贷、零售金融、普惠金融、风控合规、票据与运营）的痛点与流程，将业务语言转化为产品功能逻辑与业务规则，由技术团队负责技术实现。您不需要写代码，但必须懂业务逻辑、懂流程闭环、懂规则落地。二、核心职责1. 银行业务洞察与需求转化（40%）深度研究银行业务核心场景，包括但不限于：对公信贷与普惠金融、零售信贷（房贷/消费贷/经营贷）、供应链金融、票据业务、智能风控与反欺诈、监管报送与合规、客户经理智能赋能等；直接对接银行业务部门（公司部、普惠部、零售部、风控部、合规部、运营部），完成业务痛点调研、流程梳理与AI可行性分析，输出《业务需求洞察报告》与《AI场景价值评估》；将复杂的银行业务规则、监管要求（如巴塞尔协议、央行征信规范、反洗钱制度）、风控逻辑，抽象为清晰的业务模型、功能逻辑与规则配置，确保技术团队能准确理解并落地。2. AI解决方案设计与落地（40%）基于公司通用智能体平台能力（大模型+Agent框架+RAG知识库+工作流编排），设计银行业定制化解决方案，输出业务流程图、业务规则说明书、功能逻辑清单及PRD；主导银行AI项目从0到1落地，包括但不限于：智能授信审批：财报智能识别与分析、科目对齐、指标计算、风险报告自动生成，替代人工尽调；普惠金融产品智能配置：基于业务模式的动态字段配置、智能预填校验、分级自动审批，实现""一套引擎、多业务复用""；信贷全流程风控助手：贷前准入智能核验、贷中审批辅助决策、贷后预警与押品管理自动化；票据与运营智能审核：票据业务风险控制、合规管理、银企直连异常监测；客户经理智能展业助手：基于实时语音/文本的大模型对练、话术推荐、产品配置问答；负责业务流与数据流闭环设计：梳理银行内部系统（核心系统、信贷系统、银企直连、征信系统、监管报送平台、企业ERP/供应链金融平台）之间的业务衔接逻辑，确保AI应用能嵌入现有业务流程。3. 行业Know-How沉淀与产品化（20%）提炼银行业共性需求，推动形成可复用的银行业务模板库与标准解决方案包（如普惠中台模板、供应链金融模板、零售信贷模板），降低后续项目交付成本；输出银行业白皮书、标杆案例、最佳实践，赋能售前团队打单；跟踪银行监管政策（普惠金融考核、绿色金融、数据安全、央行征信二代等）及行业AI应用趋势，持续优化方案竞争力。三、任职要求硬性条件（必须满足）业务背景：3年以上银行业核心业务系统建设经验（对公信贷、零售信贷、普惠金融、供应链金融、票据、风控等至少一个领域深度参与），熟悉银行业务全流程与风控逻辑；逻辑抽象能力：能将复杂的银行业务规则、审批流程、风控策略，抽象为清晰的业务逻辑、功能清单与规则配置，输出让技术团队可执行的业务方案；项目落地能力：独立主导过至少2个银行/金融数字化项目从0到1落地，具备完整的业务调研→方案设计→业务验收→上线运营经验；文档与表达能力：熟练使用Visio/ProcessOn/Axure等工具输出业务流程图、逻辑架构图，能撰写高质量PRD与业务规则说明书；学历要求：本科及以上学历，金融、经济、管理、计算机等相关专业优先。软性素质业务翻译能力：能将""授信审批规则""翻译成""功能逻辑""，也能将""AI产品能力""翻译成""业务价值""，是业务部门与技术团队之间的桥梁；客户视角：具备ToB客户服务意识，能适应短期出差及客户现场驻场；抗压与推动能力：能在业务模糊、需求多变的环境下，推动项目向前。四、加分项（非必须，优先录用）有银行科技部、金融科技公司（如建信金科、中电金信、天阳/安硕等银行IT服务商）或互联网银行工作经验；具备银行数字化项目实际落地案例（如智能审批、普惠产品配置、财报自动分析、合规检查），能提供量化业务成果（效率提升X倍、成本降低X%、准确率X%）；懂技术逻辑（非技术实现）：了解AI Agent基本工作原理（RAG检索、工作流编排、大模型能力边界）、理解系统接口与数据对接的业务逻辑、能看懂系统架构图；熟悉银行监管科技（RegTech）领域，有监管报送自动化、反洗钱智能监测、EAST/1104报表智能化经验；持有银行/金融相关资质（银行从业资格、CFA、FRM、CPA、PMP等）；具备Python/SQL基础，能进行简单的数据分析。"
平台研发工程师,软通动力信息技术(集团)股份有限公司,1.5-2.2万,上海·浦东·张江,3-5年,本科,上市公司,10000人以上,软件/IT服务,最佳雇主,职位描述 工作职责：1、负责翼趣平台的设计、开发和测试；平台需要支撑教育、文旅等多行业多模态AI定制需求，为AI互通终端产品行业定制化场景规模落地提供按需适配的技术底座与全流程运营支撑2、负责维护和迭代项目；3、负责编写产品及开发相关文档；4、具备较强的责任心，对交办的工作可以及时响应，且闭环解决；1、（必要条件）本科及以上，计算机/软件/通信等相关专业，3 年以上后端或平台工程经验熟练掌握至少一门后端语言（Python / Go / Java），具备工程化编码能力熟悉主流云平台（AWS / 阿里云 / 腾讯云）的核心服务与运维实践掌握 Kubernetes / Docker 容器化运维，理解微服务架构与 Service Mesh具备 LLM API（OpenAI / Claude / 国内大模型）集成与工程落地经验熟悉可观测性工具链（Prometheus / Grafana / OpenTelemetry / ELK）具备良好的技术文档撰写与跨团队沟通表达能力2、加分项有 SaaS 多租户平台从 0 到 1 的完整规划与落地经验熟悉 RAG、Agent、Fine-tuning 等 LLM 应用工程范式有向量数据库（Milvus / Pinecone / Weaviate）生产使用经验熟悉 MLOps 工具链（MLflow / Kubeflow / BentoML）有私有化大模型部署经验（vLLM / TGI / Ollama）了解企业级安全合规（SOC2 / ISO27001 / 等保三级）有技术团队 Leader 经验或开源项目贡献记录
产品实习生,上海一行万物科技有限公司,100-200元/天,上海·徐汇·龙华,经验不限,本科,民营,20人以下,人工智能,,职位描述 岗位说明 实习性质：可转正实习 实习周期：3~6个月（表现优异者可提前转正） 实习支持：实习期提供补贴，转正后享受正式员工薪酬福利体系 工作地点：上海徐汇滨江（地铁11号线龙耀路站） 岗位职责 参与小程序、APP产品的需求整理、功能规划与用户体验优化，协助输出PRD或需求说明文档 产品功能提炼与产品内部测试 收集与分析用户反馈，提炼核心问题，提出产品改进建议并执行落地 与前后端团队，协作对接，深度参与产品功能模块的设计评审与迭代跟进 支持团队完成版本上线的产品验收工作，确保功能符合预期与用户需求 我们希望你 专业不限，计算机软件、商科等跨专业交叉能力背景优先 具备良好的逻辑思维与文档撰写能力，对用户需求敏感、工作认真细致 对产品设计与用户体验有浓厚兴趣，有产品、交互或竞品分析等相关经验者优先 附加技能 大模型应用： 基础：熟练使用常见大模型，了解其特性并能应用于产品设计与需求分析场景 进阶：了解大模型基本原理，具备使用工具搭建智能体（Agent）或设计AI产品流程的能力（codex、Claude code等） 办公工具： 基础：熟练使用常用办公软件（Office三件套、Markdown） 进阶：能够使用PPT高效完成产品汇报与方案演示，版式清晰、表达凝练
ai营销经理,上海宝宏软件有限公司,1-1.3万,上海·浦东·金桥,1-3年,本科,民营,100-299人,软件/IT服务,,职位描述 岗位职责：1.Agent应用营销体系搭建：结合Agent技术特性与行业需求，制定Agent应用的整体营销策略、推广路径及落地计划，覆盖内容营销、渠道推广、场景渗透、客户签单和运营等全环节。2.Agent应用场景挖掘与落地：深入挖掘相关行业Agent应用需求及痛点，结合AI Agent的优势，策划Agent应用落地案例，推动产品与行业场景深度结合，形成可复制的营销方案，并形成订单。3.营销内容与活动策划：围绕Agent应用，打造多维度营销内容，策划各种推广活动，传递Agent应用价值，提升产品曝光度与行业影响力。4.渠道拓展与合作：拓展Agent应用相关营销渠道，建立稳定的渠道合作体系；协同技术团队，为渠道及客户提供Agent应用相关培训、方案支持，推动渠道转化与客户成交。5.数据监测与优化：搭建Agent应用营销数据监测体系，跟踪推广效果、客户转化、场景落地等核心数据，分析用户需求与市场反馈，优化营销策略、内容形式及场景方案，提升落单率；定期输出营销复盘报告，迭代优化营销动作。6.行业动态与竞品跟踪：持续关注AI Agent行业前沿技术、市场趋势及竞品动态，重点跟踪Agent在营销领域的创新应用的模式，挖掘差异化竞争优势，提升营销效果。7.跨部门协同：协同产品、技术团队，反馈市场需求与客户痛点，推动Agent产品优化迭代，助力客户签约与留存；联动内部团队开展Agent工具使用培训，普及Agent应用营销能力。任职要求：1.学历与经验：本科及以上学历，1-3年AI相关营销经验，有AI Agent应用营销、AIGC营销或AI产品推广经验者优先；熟悉AI Agent基本原理，了解LLM、RAG、Prompt工程、工具调用等核心技术，能清晰传递Agent应用价值，有Agent应用规模化落地营销案例者优先。2.专业能力：具备完整的AI产品营销逻辑，擅长场景化营销、内容营销与渠道运营，能独立策划并执行Agent应用相关营销活动；了解至少一种主流低代码Agent平台（如Dify、FastGPT、Coze等）者优先。3.行业认知：对AI行业有强烈兴趣，深入了解AI Agent在营销领域的应用场景，熟悉客户需求，能结合行业需求和痛点挖掘Agent应用价值，有电商、企业服务等相关行业营销经验者优先。4.综合能力：具备优秀的沟通表达、文案撰写与逻辑思维能力，能快速理解Agent技术特性并转化为营销语言；具备较强的执行力、抗压能力与创新意识，善于挖掘市场机会，能独立解决营销过程中的各类问题。薪资面议！
Senior Acceleration Manager (BioPharma) – China Market Entry,创极殿(上海)科技发展有限公司,1.8-2.5万,上海·浦东·张江,5-10年,本科,民营,20-99人,技术服务,,"职位描述 Position OverviewThis roleprovides hands-on venture support services for XNode’s partner, TUM VentureLab, with a focus on bringing early-stage BioPharma and HealthTech ventures toChina. The Senior Venture Manager will lead China market-entry readiness andon-site sprint execution, connect startups with local investors and strategicpartners, and coordinate the local advisory ecosystem (legal, tax, regulatory,IP). The role is not fund management; it is venture enablement, partnering, andfinancing facilitation for incoming startups.Key Responsibilities· China market-entry readiness:assess each venture’s China use case and readiness; define a pragmaticstep-by-step market entry roadmap (partners, milestones, timelines, budget).· On-site sprint delivery: planand execute short, repeated Shanghai visits (typically 5–7 days per sprint; atleast two visits per venture), including agenda setting, stakeholder meetings,and structured follow-up between visits.· Local investor sourcing &fundraising facilitation: support ventures in articulating financing needs andconnect them with relevant China-based investors (VC, corporate VC, strategiccapital, family offices). Support pitch refinement and meeting preparation.· Strategic partnering & BD:identify and engage potential customers, strategic partners, CDMOs/CMOs,hospitals, research partners, and distribution/licensing counterparties.Facilitate licensing, co-development, pilots, and commercial collaborations.· Regulatory and compliancepre-checks (high level): coordinate early guidance on applicable Chinaregulatory pathways (e.g., NMPA-relevant considerations for drugs/biologics,medtech where applicable), data/IP considerations, and cross-border setupimplications—through qualified external advisors.· Ecosystem and resourceintegration: build and manage a vetted local vendor panel (law firms, taxadvisors, regulatory consultants, IP counsel, HR/EOR providers, translation/PR)and match ventures to the right providers efficiently.· Venture progress management:track progress against jointly defined milestones, identify risks andbottlenecks early, and coordinate resources to keep ventures moving. Provideconcise progress reporting to TUM Venture Lab and XNode leadership.· Market intelligence: providetargeted market and policy insights relevant to venture decisions (partnerlandscape, funding environment, reimbursement/access signals where relevant),enabling phase-by-phase execution planning.Qualifications· Bachelor’s degree or above;background in biopharma, life sciences, medicine, pharmacy, or related fieldstrongly preferred; advanced degree is a plus.· Minimum 5 years of relevantexperience, including at least 2 years in one or more of the following:venture/accelerator operations, business development, strategy consulting,early-stage venture investing, corporate development, fundraising support, or technologycommercialization.· Solid foundationalunderstanding of BioPharma and/or health innovation (e.g., drug developmentlifecycle, CMC/CDMO basics, partnering/licensing, clinical/regulatoryconcepts).· Strong cross-border executioncapability and familiarity with China–Europe collaboration contexts; overseasstudy or work experience is a plus.· Ability to work withearly-stage teams: structured, pragmatic, and hands-on—comfortable withambiguity and rapid iteration.· Basic financial and legalliteracy (e.g., equity structures, term sheet fundamentals, contractingconcepts) and the ability to work effectively with external advisors.· Excellent project managementand stakeholder coordination skills across investors, industry partners,service providers, and academic stakeholders.· Fluency in English and Chinese(written and spoken) with strong business communication and negotiation skills.· Self-driven, results-oriented,and comfortable operating in a fast-paced startup ecosystem supportenvironment.Location & Travel· Location: Shanghai.· Travel: regular travel isexpected, including supporting visiting startup teams and senior stakeholders.Reporting Line &Collaboration· Works closely with TUM VentureLab leadership and the Munich-based liaison team.· Coordinates day-to-day withXNode programme leadership and external ecosystem partners."
